date,greenland,antarctica,amazon
2002-04-17 12:00:00,43.24666353532889,0.38264212975073963,15.852813904382185
2002-05-10 12:00:00,46.575057946452745,0.22338466524692258,16.22818353835688
2002-08-16 12:00:00,35.34979709498209,0.11410268595637983,-4.524033890658235
2002-09-16 00:00:00,35.16658084337155,1.3016609976303912,-16.279023873833754
2002-10-16 12:00:00,35.71078733740503,1.4280964211566352,-22.915280366992278
2002-11-16 00:00:00,35.491482874224936,0.5919137238534311,-21.25295121495034
2002-12-16 12:00:00,35.188878636475295,1.4768113332745274,-16.08770601779635
2003-01-16 12:00:00,36.92912183057125,1.702668893742463,-12.059207385190724
2003-02-15 00:00:00,35.494628087830705,0.368654820179485,-2.7412634639190783
2003-03-16 12:00:00,38.33362985516153,0.8230018287460965,4.964267625543435
2003-04-16 00:00:00,39.42637805824068,1.7500445393311663,12.045388627198369
2003-05-11 12:00:00,39.57357647427135,2.034927304252512,14.309587755179185
2003-07-16 12:00:00,32.64778660387003,0.8569661998775524,4.513970559781992
2003-08-16 12:00:00,26.665377218450796,0.8530963686012785,-5.51177004818322
2003-09-16 00:00:00,25.416294182928176,0.5131725255902921,-15.7967387657838
2003-10-16 00:00:00,26.058647584791576,1.3247094675316398,-19.296984718797113
2003-11-16 00:00:00,25.73392293029129,1.0141014022225314,-17.784508720386302
2003-12-16 12:00:00,26.948352838070864,-0.34569150352193145,-16.68454771957551
2004-01-07 12:00:00,25.56925640328644,-0.6991983295585238,-10.708928612851006
2004-02-17 00:00:00,25.448244492375363,-1.6786174018035833,0.6413491618589441
2004-03-16 12:00:00,25.794478166742618,-0.5383733167135862,9.431240587331999
2004-04-16 00:00:00,27.80123711738658,-1.0934005160937896,14.685113812795626
2004-05-16 12:00:00,27.22134323212949,0.4747327725603514,15.307509197430363
2004-06-16 00:00:00,27.367682451441585,0.49853478704991944,9.773703554278775
2004-07-16 12:00:00,23.16863322090507,-0.7988719789024724,2.8973418439502705
2004-08-16 12:00:00,18.296308914530716,0.1352527349359854,-6.492227689386518
2004-09-16 00:00:00,17.488800230212984,0.15976188853410245,-13.879603439974371
2004-10-16 12:00:00,17.165489120338997,0.9979097962989222,-17.568223035925378
2004-11-16 00:00:00,19.091221565395138,-0.22658893596271856,-17.767294230867492
2004-12-16 12:00:00,19.348178558572663,-0.9457211835553532,-15.080344609013126
2005-01-16 12:00:00,18.865616819686707,-1.3859857352904268,-10.332742217015632
2005-02-15 00:00:00,19.448755731794563,-1.8295782940577452,-1.1039278598342244
2005-03-16 12:00:00,21.297360063487595,-1.5833347170094203,10.509116418386359
2005-04-16 00:00:00,21.649543452921023,-0.2864131680246343,16.106316360331917
2005-05-16 12:00:00,23.096213575443773,-0.19481772466131222,15.448172559685805
2005-06-16 00:00:00,21.9951063115911,-0.03748139898565522,7.173911324550246
